Chromosome	Start	Stop	Length	Strand	Gene Symbol	gene_id	gene_name	gene_type	havana_gene	hgnc_id	level	ont	A1	A2	A3	A5	HD4	H5	H6	A4	H1	H2
12	1688574	1788675	100101	+	ENSG00000006831.10	ENSG00000006831.10	ADIPOR2	protein_coding	OTTHUMG00000130139.3	HGNC:24041	1 | 2	---	387	615	1323	446	2009	1864	2174	333	721	1006
16	2817180	2826305	9125	+	ENSG00000007038.11	ENSG00000007038.11	PRSS21	protein_coding	OTTHUMG00000128931.3	HGNC:9485	2	---	0	0	19	11	75	128	33	13	20	13
19	45079288	45305285	225997	+	ENSG00000007047.16	ENSG00000007047.16	MARK4	protein_coding	OTTHUMG00000181769.3	HGNC:13538	2	---	792.003	847.997	1045.99	971.002	1623.99	890.006	1008	367	377	516.001
19	17933015	17943992	10977	+	ENSG00000007080.11	ENSG00000007080.11	CCDC124	protein_coding	OTTHUMG00000183405.3	HGNC:25171	2	---	45	39	350	175	192	250	256	216	32	129
19	41549518	41586845	37327	+	ENSG00000007129.18	ENSG00000007129.18	CEACAM21	protein_coding	OTTHUMG00000151062.9	HGNC:28834	2	---	133	266	818	53	235	408	294	28	100	283
17	2593210	2685616	92406	+	ENSG00000007168.14	ENSG00000007168.14	PAFAH1B1	protein_coding	OTTHUMG00000177574.8	HGNC:8574	2	---	1918	2487	3516.01	2921.01	5194	5419.99	5516.98	1537	2184	2132
17	28614446	28645455	31009	-	ENSG00000007202.15	ENSG00000007202.15	BLTP2	protein_coding	OTTHUMG00000166587.7	HGNC:28960	1 | 2 | 3	---	508.998	741.001	1664.09	264.677	3678.31	3257.87	2807.36	373.901	1074.71	1030.6
17	9910606	10198607	288001	-	ENSG00000007237.19	ENSG00000007237.19	GAS7	protein_coding	OTTHUMG00000177945.15	HGNC:4169	2	---	3467.03	13096.6	3712.99	5228.95	4988.06	5869.01	6221.12	2416.01	2631.99	1748.01
19	45162928	45178238	15310	-	ENSG00000007255.10	ENSG00000007255.10	TRAPPC6A	protein_coding	OTTHUMG00000181775.1	HGNC:23069	1 | 2	---	6	1	120	34	40	38	33	42	8	13
19	3777970	3802130	24160	-	ENSG00000007264.15	ENSG00000007264.15	MATK	protein_coding	OTTHUMG00000180916.6	HGNC:6906	1 | 2 | 3	---	10	2	15	5	29	50	19	4	7	16
19	41673303	41706977	33674	-	ENSG00000007306.15	ENSG00000007306.15	CEACAM7	protein_coding	OTTHUMG00000151063.4	HGNC:1819	2	---	0	11	0	0	1	2	0	1	3	3
17	63928738	63932337	3599	-	ENSG00000007312.14	ENSG00000007312.14	CD79B	protein_coding	OTTHUMG00000172294.3	HGNC:1699	2	---	2	1	8	32	35	22	43	35	6	25
1	112523514	112620826	97312	-	ENSG00000007341.19	ENSG00000007341.19	ST7L	protein_coding	OTTHUMG00000011753.8	HGNC:18441	2	---	33.782	26.6299	91	78.4377	67.1053	86.7433	41	78.2896	24.2841	15
X	154295795	154330351	34556	+	ENSG00000007350.17	ENSG00000007350.17	TKTL1	protein_coding	OTTHUMG00000022707.9	HGNC:11835	1 | 2	---	16	9	48	2	270	346.999	220	0	55	72
16	784974	788398	3424	-	ENSG00000007376.8	ENSG00000007376.8	RPUSD1	protein_coding	OTTHUMG00000047840.5	HGNC:14173	2	---	231	154	531.001	497	304	315	403.999	204	121	260
16	188969	229464	40495	-	ENSG00000007392.17	ENSG00000007392.17	LUC7L	protein_coding	OTTHUMG00000060730.12	HGNC:6723	1 | 2 | 3	---	68	81	210	145	351	495	502	99	141	129
3	50362613	50504245	141632	-	ENSG00000007402.12	ENSG00000007402.12	CACNA2D2	protein_coding	OTTHUMG00000156887.4	HGNC:1400	2	---	2	2	1	2	4	10	7	0	1	0
16	1333638	1349442	15804	+	ENSG00000007516.14	ENSG00000007516.14	BAIAP3	protein_coding	OTTHUMG00000047833.5	HGNC:948	1 | 2 | 3	---	357.229	746.033	1069.41	945.639	1704.97	951.892	1379.76	90.2279	517.072	304.028
16	1349240	1351879	2639	-	ENSG00000007520.4	ENSG00000007520.4	TSR3	protein_coding	OTTHUMG00000047834.4	HGNC:14175	2	---	267.771	124.967	770.592	569.359	634.038	546.109	695.24	321.772	183.928	414.972
16	566995	584110	17115	+	ENSG00000007541.17	ENSG00000007541.17	PIGQ	protein_coding	OTTHUMG00000168047.10	HGNC:14135	2	---	96	67	349	399	390	363.995	515.999	155	177	275
16	1612337	1677909	65572	+	ENSG00000007545.16	ENSG00000007545.16	CRAMP1	protein_coding	OTTHUMG00000074087.8	HGNC:14122	2 | 3	---	69.1129	123.219	301.138	56	580.727	634.523	632.888	36	207.439	185.113
6	35473597	35497080	23483	-	ENSG00000007866.22	ENSG00000007866.22	TEAD3	protein_coding	OTTHUMG00000014571.6	HGNC:11716	2	---	1	27	9	26	13	11	11	22	4	5
1	6634168	6701925	67757	-	ENSG00000007923.17	ENSG00000007923.17	DNAJC11	protein_coding	OTTHUMG00000001443.6	HGNC:25570	2	---	8.84016	4.90769	83.9999	24.9945	133.516	153.878	133.495	73.1624	28.7046	41.9051
6	16129086	16148249	19163	+	ENSG00000007944.15	ENSG00000007944.15	MYLIP	protein_coding	OTTHUMG00000016405.3	HGNC:21155	2	---	2078.02	3720.03	5734	3517.89	3261.08	2945.03	2988.96	2892.04	1393.99	1206.01
1	23506438	23531234	24796	-	ENSG00000007968.7	ENSG00000007968.7	E2F2	protein_coding	OTTHUMG00000003223.2	HGNC:3114	2	---	42	11	327	37	74	111	90	53	44	16
6	170535120	170553308	18188	-	ENSG00000008018.9	ENSG00000008018.9	PSMB1	protein_coding	OTTHUMG00000016087.3	HGNC:9537	2	---	887.997	495.001	2823.04	1829.02	1335	1912.99	1594	1701.01	695	1041
X	47571901	47619858	47957	-	ENSG00000008056.14	ENSG00000008056.14	SYN1	protein_coding	OTTHUMG00000021454.5	HGNC:11494	2	---	7	10.3473	8.26252	3	0	13	3	4	2	0
6	15246069	15522043	275974	+	ENSG00000008083.14	ENSG00000008083.14	JARID2	protein_coding	OTTHUMG00000014293.2	HGNC:6196	2 | 3	---	676.998	1499	2267.05	393.999	6166.81	5321.84	5490.16	286.999	2364.03	2148.04
X	18425583	18653630	228047	+	ENSG00000008086.13	ENSG00000008086.13	CDKL5	protein_coding	OTTHUMG00000021214.12	HGNC:11411	2	---	218	385	332.001	105	604	619	611.998	84.0001	361	251
1	1702379	1724358	21979	-	ENSG00000008128.23	ENSG00000008128.23	CDK11A	protein_coding	OTTHUMG00000000703.16	HGNC:1730	2	---	700.946	499.357	1733.85	2063.42	2271.09	2279.46	2221.54	784.541	1059.26	883.92
1	1751232	1780458	29226	-	ENSG00000008130.15	ENSG00000008130.15	NADK	protein_coding	OTTHUMG00000000942.6	HGNC:29831	2	---	13636.5	13107	20695.4	17951	34296.1	36418.1	25940.4	13245.3	24712.5	17136.6
3	38039205	38124026	84821	+	ENSG00000008226.20	ENSG00000008226.20	DLEC1	protein_coding	OTTHUMG00000131085.19	HGNC:2899	2 | 3	---	77.6638	192.484	74.6675	245.758	216.839	157.532	298.716	112.24	119.476	90.1315
7	6161776	6272645	110869	-	ENSG00000008256.16	ENSG00000008256.16	CYTH3	protein_coding	OTTHUMG00000023440.4	HGNC:9504	2 | 3	---	34	84	97	56	207	144	236	36	96	78
7	87934143	88202890	268747	+	ENSG00000008277.15	ENSG00000008277.15	ADAM22	protein_coding	OTTHUMG00000137417.10	HGNC:201	1 | 2	---	5	4	12	4	24	26	16	4	7	3
7	106090505	106112590	22085	-	ENSG00000008282.10	ENSG00000008282.10	SYPL1	protein_coding	OTTHUMG00000157587.2	HGNC:11507	1 | 2	---	183	307	603.998	222	457	478.001	547.002	226	195	221
17	63432304	63446355	14051	-	ENSG00000008283.16	ENSG00000008283.16	CYB561	protein_coding	OTTHUMG00000179116.3	HGNC:2571	2 | 3	---	80	2	292.999	4	379	512.001	342.001	469	1204	303
17	50962174	51120869	158695	-	ENSG00000008294.22	ENSG00000008294.22	SPAG9	protein_coding	OTTHUMG00000162316.7	HGNC:14524	1 | 2	---	1435	2768	2362.01	1067	6506.03	6816.06	6412.04	980.996	3216	2509
3	48636463	48662887	26424	-	ENSG00000008300.17	ENSG00000008300.17	CELSR3	protein_coding	OTTHUMG00000133544.3	HGNC:3230	2	---	0	2	10	2	7	13	5	0	7	6
7	122064583	122144309	79726	-	ENSG00000008311.16	ENSG00000008311.16	AASS	protein_coding	OTTHUMG00000157058.2	HGNC:17366	2	---	0	0	3	0	10	6	9	0	7	0
12	6310436	6328507	18071	+	ENSG00000008323.16	ENSG00000008323.16	PLEKHG6	protein_coding	OTTHUMG00000168266.1	HGNC:25562	2	---	9	24	14	1	18	24	6	3	9	6
3	42581840	42596935	15095	+	ENSG00000008324.12	ENSG00000008324.12	SS18L2	protein_coding	OTTHUMG00000131794.3	HGNC:15593	2	---	153	138	481	381.999	297	334	400	345	160	280
19	4343527	4360087	16560	+	ENSG00000008382.16	ENSG00000008382.16	MPND	protein_coding	OTTHUMG00000181914.2	HGNC:25934	2	---	59	21	138.766	114.926	182.904	140.374	188.482	153.881	52.9632	125
12	16347142	16609260	262118	+	ENSG00000008394.13	ENSG00000008394.13	MGST1	protein_coding	OTTHUMG00000168816.5	HGNC:7061	1 | 2 | 3	---	77	39	262	144	27	25	26	353	6	6
12	106991364	107093550	102186	-	ENSG00000008405.12	ENSG00000008405.12	CRY1	protein_coding	OTTHUMG00000170005.3	HGNC:2384	1 | 2	---	11	18	74	27	125	156	174	15	43	92
19	46019153	46023054	3901	-	ENSG00000008438.5	ENSG00000008438.5	PGLYRP1	protein_coding	OTTHUMG00000182489.2	HGNC:8904	2	---	1954	682	6541	3099	1057	627	442	2058	1043	431
19	12995475	13098797	103322	+	ENSG00000008441.19	ENSG00000008441.19	NFIX	protein_coding	OTTHUMG00000180726.4	HGNC:7788	1 | 2	---	2	2	18	7	52	35	21	49	14	5
8	133454848	133571941	117093	-	ENSG00000008513.16	ENSG00000008513.16	ST3GAL1	protein_coding	OTTHUMG00000164534.6	HGNC:10862	2 | 3	---	881.003	1387.01	2134.01	499	3359.95	3580.95	3656.95	599.997	1420.01	1002
16	3046062	3060727	14665	+	ENSG00000008516.18	ENSG00000008516.18	MMP25	protein_coding	OTTHUMG00000177475.2	HGNC:14246	2	---	30408.3	35524	43865.3	53877.5	43944.9	56682.4	47459.2	16799	33883.2	20501.9
16	3065297	3082193	16896	+	ENSG00000008517.19	ENSG00000008517.19	IL32	protein_coding	OTTHUMG00000167498.6	HGNC:16830	2 | 3	---	77	288	225	431	406	431	347	254	169	132
16	2088708	2135899	47191	-	ENSG00000008710.20	ENSG00000008710.20	PKD1	protein_coding	OTTHUMG00000155795.6	HGNC:9008	1 | 2	---	3.0511	14.9052	87.4146	12.0518	179.122	219.511	179.408	25.1432	38.7278	31.945
22	50600793	50613982	13189	+	ENSG00000008735.14	ENSG00000008735.14	MAPK8IP2	protein_coding	OTTHUMG00000150181.8	HGNC:6883	2	---	2	3	4	1	15	15	16	14	13	6
17	40019097	40061216	42119	-	ENSG00000008838.21	ENSG00000008838.21	MED24	protein_coding	OTTHUMG00000133329.7	HGNC:22963	1 | 2	---	9	8	155	26	241	192	169	136	38	43
8	22987417	23020510	33093	+	ENSG00000008853.18	ENSG00000008853.18	RHOBTB2	protein_coding	OTTHUMG00000097827.3	HGNC:18756	1 | 2	---	4.67626	4.35902e-37	34.0357	1.09383	126.899	147.604	117.452	29.2929	21.2342	31.6564
2	36968383	37084373	115990	-	ENSG00000008869.12	ENSG00000008869.12	HEATR5B	protein_coding	OTTHUMG00000152158.2	HGNC:29273	1 | 2	---	318	337	274	77	1082	815	765	99	597	209
3	169966635	169998374	31739	+	ENSG00000008952.17	ENSG00000008952.17	SEC62	protein_coding	OTTHUMG00000158753.5	HGNC:11846	1 | 2	---	1937	1522	2464	1487	2578.99	2679.02	3095.99	614	1126	1237
8	56067254	56074511	7257	-	ENSG00000008988.11	ENSG00000008988.11	RPS20	protein_coding	OTTHUMG00000164297.1	HGNC:10405	1 | 2	---	453.995	124	3127.67	1786.53	1555.94	2183.69	1544.09	4552.2	401.965	795.776
1	114716913	114758677	41764	-	ENSG00000009307.17	ENSG00000009307.17	CSDE1	protein_coding	OTTHUMG00000012060.6	HGNC:29905	1 | 2	---	3851	3366	8541.96	3301.96	14714.8	16344.9	13473	3291.99	4685.99	6020.99
7	157138916	157269371	130455	+	ENSG00000009335.18	ENSG00000009335.18	UBE3C	protein_coding	OTTHUMG00000157239.2	HGNC:16803	2 | 3	---	210	234	628.002	160	988.005	941.003	1109	200	327.999	428.999
6	111299028	111483716	184688	-	ENSG00000009413.16	ENSG00000009413.16	REV3L	protein_coding	OTTHUMG00000016318.5	HGNC:9968	2 | 3	---	280.867	407.732	382.714	52	1761.45	1925.68	1168.63	53	585.701	424.932
X	124375903	125204313	828410	-	ENSG00000009694.14	ENSG00000009694.14	TENM1	protein_coding	OTTHUMG00000022721.1	HGNC:8117	2	---	610.706	189.128	18	53	296.712	52.4967	13	6	6	5
1	11022009	11047240	25231	-	ENSG00000009724.18	ENSG00000009724.18	MASP2	protein_coding	OTTHUMG00000002121.2	HGNC:6902	2	---	12	40	53	0	106	93	111	1	50	19
1	27725961	27763117	37156	+	ENSG00000009780.16	ENSG00000009780.16	FAM76A	protein_coding	OTTHUMG00000003729.4	HGNC:28530	1 | 2	---	39	62	203	55	220	197	234	108	69	101
1	209756032	209782321	26289	+	ENSG00000009790.15	ENSG00000009790.15	TRAF3IP3	protein_coding	OTTHUMG00000036480.8	HGNC:30766	1 | 2	---	658.054	720.713	1239.59	859.412	3261.76	3166.45	2231.55	898.673	1150.45	583.012
14	77274956	77320884	45928	-	ENSG00000009830.13	ENSG00000009830.13	POMT2	protein_coding	OTTHUMG00000171556.4	HGNC:19743	1 | 2	---	33	35	101	76	58	91	91	30	42	22
6	142147162	142224686	77524	+	ENSG00000009844.16	ENSG00000009844.16	VTA1	protein_coding	OTTHUMG00000015707.4	HGNC:20954	2 | 3	---	374	354	535	332	1048	803.002	994.002	273	409	386
7	73440406	73522294	81888	-	ENSG00000009954.11	ENSG00000009954.11	BAZ1B	protein_coding	OTTHUMG00000023847.6	HGNC:961	2	---	110	172	362	76	1143	1078	1159	105	302	357
6	13621498	13711836	90338	-	ENSG00000010017.13	ENSG00000010017.13	RANBP9	protein_coding	OTTHUMG00000015642.2	HGNC:13727	2	---	839.069	1079.27	1609.04	722.676	1172.43	1230.56	1405.86	416.583	474.63	546
6	36354091	36387801	33710	-	ENSG00000010030.14	ENSG00000010030.14	ETV7	protein_coding	OTTHUMG00000014594.3	HGNC:18160	2 | 3	---	1033	2	420	15	558	208	154	1336	526	62
1	231337104	231355024	17920	+	ENSG00000010072.16	ENSG00000010072.16	SPRTN	protein_coding	OTTHUMG00000038022.3	HGNC:25356	2	---	178.744	277.619	394.805	163	463.659	451.092	526.382	142.067	184.526	252.014
1	171781660	171814024	32364	+	ENSG00000010165.20	ENSG00000010165.20	METTL13	protein_coding	OTTHUMG00000034912.7	HGNC:24248	2	---	21	76	132	50	235	169	210	117	88	159
12	4562208	4615303	53095	+	ENSG00000010219.14	ENSG00000010219.14	DYRK4	protein_coding	OTTHUMG00000168204.5	HGNC:3095	2 | 3	---	5	8	82.9667	27	13	22	17	28	4	5
17	32350132	32381886	31754	+	ENSG00000010244.19	ENSG00000010244.19	ZNF207	protein_coding	OTTHUMG00000132810.4	HGNC:12998	1 | 2	---	936.001	1815	2472	1039.98	3556.98	3790	3931	1162.7	1821.97	1107
3	48599002	48610977	11975	-	ENSG00000010256.11	ENSG00000010256.11	UQCRC1	protein_coding	OTTHUMG00000133539.4	HGNC:12585	2	---	679.002	375	1220.01	1506	737.001	831.999	1087	766	398	679.999
7	38178245	38230671	52426	+	ENSG00000010270.14	ENSG00000010270.14	STARD3NL	protein_coding	OTTHUMG00000023659.11	HGNC:19169	2	---	442	388	856.002	492.999	510	741.001	1109	585.001	442	292
12	6199715	6238272	38557	+	ENSG00000010278.15	ENSG00000010278.15	CD9	protein_coding	OTTHUMG00000044400.14	HGNC:1709	1 | 2	---	544	371	2106	689.999	2497.01	2387	2783	165	545	1224
3	42692663	42702825	10162	-	ENSG00000010282.15	ENSG00000010282.15	HHATL	protein_coding	OTTHUMG00000133043.5	HGNC:13242	1 | 2	---	0	7	1	3	1	2	3	6	5	2
12	6493356	6531956	38600	+	ENSG00000010292.13	ENSG00000010292.13	NCAPD2	protein_coding	OTTHUMG00000168513.3	HGNC:24305	1 | 2	---	371.884	391.041	1197.37	430.121	1813.06	1086.09	843.256	281.964	501.247	398.294
12	6538961	6556074	17113	-	ENSG00000010295.20	ENSG00000010295.20	IFFO1	protein_coding	OTTHUMG00000141264.3	HGNC:24970	2	---	199	430	650	349	708	673.999	1391	220	547	473
19	45668221	45683723	15502	+	ENSG00000010310.9	ENSG00000010310.9	GIPR	protein_coding	OTTHUMG00000182129.6	HGNC:4271	1 | 2	---	1	0	42	0	236	295.999	208	1	53	18
3	52410660	52423642	12982	+	ENSG00000010318.22	ENSG00000010318.22	PHF7	protein_coding	OTTHUMG00000158495.3	HGNC:18458	1 | 2 | 3	---	15	20	65	32	32	51	92	47	15	44
3	52455118	52493069	37951	+	ENSG00000010322.16	ENSG00000010322.16	NISCH	protein_coding	OTTHUMG00000158571.3	HGNC:18006	2	---	260	456	1152	516	2009	2007	2041	508.999	841.001	804.999
3	52495338	52524496	29158	+	ENSG00000010327.10	ENSG00000010327.10	STAB1	protein_coding	OTTHUMG00000158574.3	HGNC:18628	2	---	34	12	500.918	327	63	138	16	672	16	11
19	49806866	49817377	10511	-	ENSG00000010361.14	ENSG00000010361.14	FUZ	protein_coding	OTTHUMG00000167281.4	HGNC:26219	1 | 2	---	127.833	198.88	315.465	379.403	453.321	473.767	709.827	94.8348	215.02	384.153
12	220621	262874	42253	-	ENSG00000010379.16	ENSG00000010379.16	SLC6A13	protein_coding	OTTHUMG00000168053.4	HGNC:11046	2 | 3	---	3	11	5	15	5	4	4	3	4	6
X	149476988	149521097	44109	-	ENSG00000010404.18	ENSG00000010404.18	IDS	protein_coding	OTTHUMG00000022615.9	HGNC:5389	2	---	10149.5	15946.6	13687.8	9287.72	40856.4	40571.5	38748.1	4877.12	17326.9	15187.2
16	3222325	3236222	13897	-	ENSG00000010539.12	ENSG00000010539.12	ZNF200	protein_coding	OTTHUMG00000129317.5	HGNC:12993	2	---	363	601.999	564	406.001	2215	2220	1493	719	1004	705
12	6786858	6820800	33942	+	ENSG00000010610.10	ENSG00000010610.10	CD4	protein_coding	OTTHUMG00000168514.3	HGNC:1678	1 | 2	---	21	6	282	122	1712.99	1686.02	1160	870	264	808.999
12	6873569	6914242	40673	+	ENSG00000010626.15	ENSG00000010626.15	LRRC23	protein_coding	OTTHUMG00000156668.5	HGNC:19138	1 | 2 | 3	---	6	13	13.0965	29.0421	51.0941	72.7246	49.2902	11.0004	31.1608	10.8747
X	101349338	101390797	41459	-	ENSG00000010671.18	ENSG00000010671.18	BTK	protein_coding	OTTHUMG00000022022.2	HGNC:1133	2	---	983	1177	1957.01	991.003	4252.02	3596.01	3166.01	637.001	1515	1062
6	26087281	26098344	11063	+	ENSG00000010704.19	ENSG00000010704.19	HFE	protein_coding	OTTHUMG00000016348.3	HGNC:4886	1 | 2	---	7	20	39	3	82	114	84	47	56	33
1	41027202	41242307	215105	-	ENSG00000010803.17	ENSG00000010803.17	SCMH1	protein_coding	OTTHUMG00000005720.3	HGNC:19003	2	---	3	7	93	7	272	183	167	22	36	48
6	111660332	111873453	213121	-	ENSG00000010810.18	ENSG00000010810.18	FYN	protein_coding	OTTHUMG00000016305.10	HGNC:4037	2	---	25	11	205	101	225	363	130	334	38	64
6	142751469	142956699	205230	-	ENSG00000010818.11	ENSG00000010818.11	HIVEP2	protein_coding	OTTHUMG00000015713.3	HGNC:4921	2	---	807.002	1336	781.001	110	3985.96	3376.96	2409.99	581	1801.01	1258
1	23743448	23762060	18612	+	ENSG00000011007.13	ENSG00000011007.13	ELOA	protein_coding	OTTHUMG00000002957.3	HGNC:11620	2	---	153.773	152.383	712.672	99.665	613.426	553.726	791.276	289	181.257	256.878
1	23791145	23795540	4395	+	ENSG00000011009.11	ENSG00000011009.11	LYPLA2	protein_coding	OTTHUMG00000002961.5	HGNC:6738	2	---	743.688	450	1601.09	1966.68	1263.62	1161.49	1279.34	926.76	712.246	833.096
1	11806096	11848080	41984	+	ENSG00000011021.23	ENSG00000011021.23	CLCN6	protein_coding	OTTHUMG00000002299.8	HGNC:2024	2 | 3	---	17	70	87	26.1359	155	266	108	102	38	30
17	62627670	62693598	65928	+	ENSG00000011028.14	ENSG00000011028.14	MRC2	protein_coding	OTTHUMG00000179178.3	HGNC:16875	2	---	0	5	1	2	4	7	2	5	1	0
17	51153590	51171745	18155	+	ENSG00000011052.21	ENSG00000011052.21	NME1-NME2	protein_coding	OTTHUMG00000137475.4	HGNC:33531	2	---	3.79438	1.24543e-11	0.0124517	5.44458	0.844096	0.000163684	9.14128	1.20208	12.6661	4.46503
12	3077355	3286565	209210	+	ENSG00000011105.14	ENSG00000011105.14	TSPAN9	protein_coding	OTTHUMG00000150333.7	HGNC:21640	2 | 3	---	13	15	40	37	20	16	23	4	15	6
14	93237550	93333093	95543	-	ENSG00000011114.15	ENSG00000011114.15	BTBD7	protein_coding	OTTHUMG00000171269.3	HGNC:18269	2	---	189	319	521	163	1094	1141.01	1225	164	320	399
19	3750772	3761693	10921	-	ENSG00000011132.12	ENSG00000011132.12	APBA3	protein_coding	OTTHUMG00000180915.3	HGNC:580	2	---	236	158	390	216	659	760.999	770.816	319	271.88	297
17	58205441	58219606	14165	-	ENSG00000011143.19	ENSG00000011143.19	MKS1	protein_coding	OTTHUMG00000133714.8	HGNC:7121	1 | 2	---	1	0	18	3	11	20	18	16	4	1
3	43690108	43734372	44264	+	ENSG00000011198.10	ENSG00000011198.10	ABHD5	protein_coding	OTTHUMG00000133039.10	HGNC:21396	1 | 2	---	2128	3914.99	4307.99	6184.99	4979.98	5172	4928.96	2021	2281	2598
X	8528874	8732138	203264	-	ENSG00000011201.12	ENSG00000011201.12	ANOS1	protein_coding	OTTHUMG00000021107.2	HGNC:6211	2	---	3	27	23	25	5	12	2	4	1	0
19	15380050	15419142	39092	-	ENSG00000011243.19	ENSG00000011243.19	AKAP8L	protein_coding	OTTHUMG00000182446.9	HGNC:29857	1 | 2	---	704.834	1020.68	1967.06	1208.97	1978.84	2428.86	2205.78	532.713	789.957	780.704
17	51177425	51260164	82739	-	ENSG00000011258.16	ENSG00000011258.16	MBTD1	protein_coding	OTTHUMG00000150442.4	HGNC:19866	2 | 3	---	252	332	426.002	110	1040	1217	1159	64	411.999	449
17	51260546	51297937	37391	+	ENSG00000011260.14	ENSG00000011260.14	UTP18	protein_coding	OTTHUMG00000162370.5	HGNC:24274	2	---	54	49	238	58	146	234	267	107	58	102
7	5620047	5781697	161650	-	ENSG00000011275.19	ENSG00000011275.19	RNF216	protein_coding	OTTHUMG00000155500.4	HGNC:21698	2	---	378	571.999	1133	488	2543.83	2166.01	2245.77	243	856.71	827.002
17	15999784	16045016	45232	+	ENSG00000011295.16	ENSG00000011295.16	TTC19	protein_coding	OTTHUMG00000059306.11	HGNC:26006	2	---	15	30	121.814	36.085	156.231	126.015	129.12	76	22	27.1154
19	797075	812328	15253	+	ENSG00000011304.22	ENSG00000011304.22	PTBP1	protein_coding	OTTHUMG00000181789.13	HGNC:9583	2	---	560	909	2121.01	809.999	2919.99	2898.99	2874.99	827.003	883.999	1200
3	45388561	45554727	166166	+	ENSG00000011376.12	ENSG00000011376.12	LARS2	protein_coding	OTTHUMG00000133177.13	HGNC:17095	2	---	13	16	57	4	100	78	76	33	11	34
11	17077730	17207987	130257	-	ENSG00000011405.14	ENSG00000011405.14	PIK3C2A	protein_coding	OTTHUMG00000166036.3	HGNC:8971	2	---	137	288	249	44	1056	918	869	55	388	301
19	43646095	43670548	24453	-	ENSG00000011422.12	ENSG00000011422.12	PLAUR	protein_coding	OTTHUMG00000182778.3	HGNC:9053	1 | 2	---	5102.94	1757	6668.99	5752.88	3875.98	4070.03	2411.02	7000.13	2278	1969
7	36389821	36453792	63971	+	ENSG00000011426.11	ENSG00000011426.11	ANLN	protein_coding	OTTHUMG00000023143.8	HGNC:14082	1 | 2	---	4	8	105	3	18	12	13	11	8	2
19	15419978	15449957	29979	-	ENSG00000011451.21	ENSG00000011451.21	WIZ	protein_coding	OTTHUMG00000182448.13	HGNC:30917	1 | 2 | 3	---	172	97	202	62	326	293	256	73	147	103
9	122940833	123104867	164034	+	ENSG00000011454.18	ENSG00000011454.18	RABGAP1	protein_coding	OTTHUMG00000020633.6	HGNC:17155	1 | 2	---	155	221	323	113	814.998	797.999	783.999	141	289	319
19	45692403	45703990	11587	+	ENSG00000011478.13	ENSG00000011478.13	QPCTL	protein_coding	OTTHUMG00000182131.2	HGNC:25952	2	---	3	1	11	9	4	10	7	7	1	7
19	46347087	46392982	45895	+	ENSG00000011485.15	ENSG00000011485.15	PPP5C	protein_coding	OTTHUMG00000134287.6	HGNC:9322	1 | 2	---	6	4	105	33	76	89	62.2691	84	17.6292	9
2	65056354	65087005	30651	+	ENSG00000011523.15	ENSG00000011523.15	CEP68	protein_coding	OTTHUMG00000129538.4	HGNC:29076	1 | 2	---	76	337.246	222.044	186.113	249.063	302.163	226.03	88.0796	85.1966	78.0862
2	39249266	39437302	188036	-	ENSG00000011566.15	ENSG00000011566.15	MAP4K3	protein_coding	OTTHUMG00000102127.5	HGNC:6865	2	---	2	2	11	2	28	15	24	8	10	2
19	35704558	35717039	12481	+	ENSG00000011590.14	ENSG00000011590.14	ZBTB32	protein_coding	OTTHUMG00000048118.7	HGNC:16763	1 | 2 | 3	---	1	0	4	0	1	1	6	0	0	0
19	35904401	35908296	3895	-	ENSG00000011600.12	ENSG00000011600.12	TYROBP	protein_coding	OTTHUMG00000181739.4	HGNC:12449	2	---	20968.7	9533.54	30969.9	35277.1	22947.5	22386.2	22109.7	19696.5	13061	16751.7
16	21158377	21180617	22240	+	ENSG00000011638.11	ENSG00000011638.11	LDAF1	protein_coding	OTTHUMG00000131559.3	HGNC:30136	1 | 2	---	38	39	153	57	189	63	90	91.0001	70	64
17	43044295	43170246	125951	-	ENSG00000012048.24	ENSG00000012048.24	BRCA1	protein_coding	OTTHUMG00000157426.16	HGNC:1100	2	---	89	230	300	75	669.998	608.001	565	122	280	193
19	45407334	45478829	71495	-	ENSG00000012061.16	ENSG00000012061.16	ERCC1	protein_coding	OTTHUMG00000182121.2	HGNC:3433	1 | 2	---	88	226.018	184	246.885	312.298	254.575	479.055	305	238.552	154
